review_id,movie_id,reviewer,rating,review_date
116,42,Xander Adams,7.0,2020-09-15
117,53,Bob Brown,8.0,2020-09-08
118,20,Bob Brown,9.5,2020-05-14
119,60,Ivy White,7.3,2020-06-07
120,83,Xander Adams,2.1,2020-07-16
121,74,Wendy Green,8.0,2020-05-31
122,79,John Smith,3.0,2020-02-12
123,54,Quinn Walker,5.8,2020-01-24
124,77,Frank Wilson,3.8,2020-06-01
125,71,Liam Garcia,7.3,2020-10-04
126,28,Yara Baker,7.1,2020-07-01
127,88,Olivia Clark,5.7,2020-05-08
128,8,Kathy Thompson,5.0,2020-08-14
129,3,Uma King,9.8,2020-03-12
130,30,Emily Evans,2.7,2020-05-20
131,94,Charlie Davis,9.7,2020-08-11
132,14,Ivy White,2.0,2020-09-19
133,67,Zane Carter,8.9,2020-09-28
134,22,Tom Young,2.9,2020-08-17
135,24,Emily Evans,4.9,2020-05-05
136,24,Ivy White,6.3,2020-05-10
137,9,Olivia Clark,8.6,2020-10-16
138,11,Uma King,2.9,2020-05-03
139,93,John Smith,5.1,2020-06-25
140,4,Yara Baker,7.1,2020-05-13
141,48,Henry Harris,2.9,2020-08-15
142,64,Sophia Allen,4.0,2020-07-05
143,58,Wendy Green,2.2,2020-01-01
144,75,Jack Martin,2.0,2020-06-18
145,45,Kathy Thompson,2.3,2020-01-04
146,69,Paul Lewis,5.9,2020-03-30
147,72,Wendy Green,6.0,2020-10-24
148,58,Victor Scott,3.8,2020-06-02
149,47,Ryan Hall,8.9,2020-03-28
150,24,Ivy White,3.3,2020-03-02
151,1,Quinn Walker,7.7,2020-01-23
152,23,Charlie Davis,6.3,2020-03-23
153,1,Sophia Allen,9.0,2020-01-27
154,54,Tom Young,8.8,2020-02-27
155,59,Kathy Thompson,4.1,2020-09-25
156,38,Mia Martinez,5.2,2020-01-25
157,84,Jane Doe,9.7,2020-08-31
158,66,Zane Carter,8.4,2020-04-23
159,71,Wendy Green,2.0,2020-03-09
160,64,Jane Doe,9.9,2020-02-26
161,87,Emily Evans,5.8,2020-10-11
162,89,Ivy White,4.8,2020-09-02
163,55,Henry Harris,4.6,2020-10-05
164,26,Bob Brown,2.1,2020-01-08
165,81,Bob Brown,6.2,2020-03-16
166,52,Alice Johnson,8.4,2020-03-17
167,1,Henry Harris,8.7,2020-06-17
168,51,Grace Lee,4.6,2020-07-14
169,53,Jane Doe,8.9,2020-05-12
170,73,Yara Baker,9.9,2020-04-06
171,38,Frank Wilson,1.6,2020-05-30
172,16,Mia Martinez,8.6,2020-07-30
173,44,Mia Martinez,3.8,2020-06-06
174,49,Wendy Green,1.5,2020-03-22
175,55,Yara Baker,5.3,2020-06-21
176,47,John Smith,7.3,2020-05-04
177,43,Jack Martin,3.1,2020-04-01
178,39,Xander Adams,7.1,2020-08-24
179,16,Quinn Walker,2.9,2020-07-22
180,9,Liam Garcia,2.8,2020-07-03
181,56,John Smith,3.2,2020-07-13
182,11,Xander Adams,2.8,2020-06-09
183,93,Henry Harris,2.4,2020-04-07
184,20,Charlie Davis,3.6,2020-02-14
185,36,Tom Young,7.4,2020-10-20
186,90,Kathy Thompson,7.7,2020-03-24
187,21,Wendy Green,2.5,2020-08-12
188,30,Jane Doe,4.7,2020-04-11
189,50,Sophia Allen,6.0,2020-05-11
190,33,Grace Lee,7.1,2020-08-09
191,70,Quinn Walker,3.7,2020-02-25
192,46,Alice Johnson,4.7,2020-04-03
193,45,Ryan Hall,9.7,2020-03-13
194,80,Frank Wilson,6.4,2020-01-06
195,36,Xander Adams,5.3,2020-03-03
196,94,Olivia Clark,4.5,2020-04-27
197,63,Ryan Hall,8.5,2020-01-07
198,10,Ivy White,5.7,2020-04-29
199,40,Alice Johnson,3.8,2020-02-28
200,59,Kathy Thompson,6.1,2020-09-29
201,36,Henry Harris,1.8,2020-03-29
202,52,Ivy White,6.6,2020-03-27
203,24,Ivy White,5.1,2020-06-26
204,54,Victor Scott,1.6,2020-02-07
205,56,Grace Lee,4.5,2020-09-23
206,45,Jack Martin,3.5,2020-07-10
207,91,Victor Scott,3.9,2020-02-29
208,4,Olivia Clark,2.5,2020-05-09
209,57,Tom Young,2.5,2020-08-30
210,43,Uma King,5.8,2020-05-21
211,66,Uma King,1.4,2020-09-14
212,27,Emily Evans,3.2,2020-08-23
213,76,Xander Adams,4.1,2020-03-07
214,55,Zane Carter,2.8,2020-08-19
215,91,Alice Johnson,1.4,2020-06-19
216,57,Olivia Clark,8.1,2020-10-08
217,75,Liam Garcia,7.8,2020-03-19
218,64,Noah Robinson,6.9,2020-05-07
219,47,Jane Doe,6.4,2020-07-28
220,38,Alice Johnson,2.6,2020-09-13
221,37,Jane Doe,9.5,2020-02-19
222,41,Mia Martinez,7.8,2020-03-31
223,77,Noah Robinson,6.7,2020-08-05
224,48,Ivy White,1.1,2020-08-03
225,51,Alice Johnson,9.5,2020-01-30
226,16,Jack Martin,7.0,2020-06-22
227,27,Frank Wilson,1.1,2020-02-09
228,73,Kathy Thompson,4.6,2020-08-13
229,97,Uma King,8.4,2020-08-08
230,48,Noah Robinson,3.2,2020-03-21
231,62,Alice Johnson,9.2,2020-05-02
232,12,Tom Young,8.0,2020-06-15
233,85,Olivia Clark,8.6,2020-07-12
234,13,Yara Baker,2.2,2020-08-06
235,91,Liam Garcia,6.7,2020-06-30
236,53,Emily Evans,1.6,2020-04-26
237,86,Jane Doe,4.8,2020-09-16
238,39,Ryan Hall,6.3,2020-10-03
239,25,Paul Lewis,7.4,2020-05-19
240,75,Frank Wilson,3.4,2020-01-26
241,26,Uma King,5.8,2020-09-27
242,71,Tom Young,7.8,2020-04-19
243,58,Uma King,6.8,2020-04-10
244,69,Sophia Allen,3.0,2020-07-26
245,48,Alice Johnson,8.1,2020-09-06
246,57,Uma King,7.9,2020-06-05
247,90,Liam Garcia,4.1,2020-01-12
248,49,Kathy Thompson,4.0,2020-05-28
249,18,John Smith,4.7,2020-05-29
250,36,Zane Carter,1.6,2020-06-23
251,86,Grace Lee,2.9,2020-04-17
252,81,John Smith,8.7,2020-07-09
253,97,Frank Wilson,4.5,2020-10-07
254,55,Charlie Davis,3.2,2020-01-29
255,96,Grace Lee,5.8,2020-02-18
256,37,Jack Martin,3.3,2020-04-15
257,99,Olivia Clark,2.1,2020-04-22
258,59,Jack Martin,4.5,2020-01-13
259,51,Ryan Hall,5.1,2020-02-11
260,23,Emily Evans,1.5,2020-01-03
261,10,Grace Lee,9.1,2020-10-09
262,11,Tom Young,2.2,2020-03-04
263,28,Jack Martin,9.5,2020-04-20
264,79,Jack Martin,1.8,2020-10-06
265,93,Yara Baker,9.7,2020-07-21
266,16,Uma King,2.5,2020-08-07
267,29,Quinn Walker,8.1,2020-09-09
268,28,John Smith,1.1,2020-01-20
269,14,Liam Garcia,5.2,2020-01-19
270,65,Grace Lee,3.9,2020-08-10
271,70,Ivy White,6.1,2020-01-02
272,14,Jack Martin,1.3,2020-09-12
273,78,Zane Carter,7.5,2020-04-18
274,59,Henry Harris,8.6,2020-08-18
275,58,Liam Garcia,3.8,2020-08-20
276,100,Henry Harris,7.6,2020-06-14
277,30,Wendy Green,8.9,2020-07-25
278,74,Mia Martinez,2.1,2020-10-14
279,29,Alice Johnson,5.4,2020-07-27
280,73,Wendy Green,2.7,2020-10-23
281,18,John Smith,2.8,2020-07-18
282,37,Yara Baker,9.9,2020-09-20
283,20,Tom Young,2.0,2020-07-07
284,93,Sophia Allen,2.8,2020-09-26
285,97,Charlie Davis,8.1,2020-05-22
286,87,Henry Harris,1.0,2020-10-01
287,50,Zane Carter,1.1,2020-03-08
288,56,Ryan Hall,6.2,2020-04-12
289,50,Ivy White,2.8,2020-09-11
290,48,Uma King,2.2,2020-09-03
291,8,Ryan Hall,2.6,2020-03-05
292,33,Olivia Clark,6.1,2020-01-09
293,73,Frank Wilson,6.0,2020-05-06
294,51,Ryan Hall,7.1,2020-02-16
295,17,John Smith,4.4,2020-02-06
296,67,Zane Carter,9.6,2020-06-20
297,54,Charlie Davis,5.4,2020-06-04
298,10,Liam Garcia,3.5,2020-05-16
299,11,Uma King,3.0,2020-02-04
300,34,Noah Robinson,3.5,2020-01-31
